"Time (UTC)","Barometric Pressure (mbar)","Temperature (degrees F)","Dewpoint (degrees F)","Relative Humidity (%)","Wind speed (mph)","Wind direction (degrees)","Analysis Barometric Pressure (mbar)","Analysis Temperature (degrees F)","Analysis Dewpoint (degrees F)","Analysis Relative Humidity (%)","Analysis Wind speed (mph)","Analysis Wind direction (degrees)"
2020-04-16 08:56:00,1015.90,28.0,22.0,77,0,322,1014.32,26.4,21.3,80,,249
2020-04-16 09:00:00,1015.90,28.0,22.0,77,0,281,,,,,,
2020-04-16 09:15:00,1016.00,28.0,22.0,77,0,327,,,,,,
2020-04-16 09:30:00,1016.10,28.0,22.0,77,0,287,,,,,,
2020-04-16 09:41:00,1016.20,27.0,21.1,77,0,0,1015.59,26.0,21.2,81,,220
2020-04-16 09:45:00,1016.10,27.0,21.4,78,0,292,,,,,,
2020-04-16 09:47:00,1016.20,27.0,21.4,78,0,0,1015.59,26.0,21.2,81,,218
2020-04-16 09:51:00,1016.20,27.0,21.4,78,0,0,1014.42,26.0,21.2,81,,220
2020-04-16 09:55:00,1016.20,27.0,21.4,78,0,309,1014.42,26.0,21.2,81,,249
2020-04-16 10:00:00,1016.20,27.0,21.1,77,0,309,,,,,,
2020-04-16 10:16:00,1016.30,27.0,21.1,77,0,295,,,,,,
2020-04-16 10:30:00,1016.50,27.0,20.8,77,0,296,,,,,,
2020-04-16 10:41:00,1016.60,27.0,20.8,77,0,0,1016.08,26.2,21.4,81,,231
2020-04-16 10:45:00,1016.70,27.0,20.8,77,0,340,,,,,,
2020-04-16 10:47:00,1016.80,27.0,20.8,77,0,340,1016.08,26.2,21.4,81,,249
2020-04-16 10:51:00,1016.70,27.0,20.8,77,0,0,1016.08,26.2,21.4,81,,219
2020-04-16 10:56:00,1016.70,28.0,21.7,77,0,0,1016.05,26.2,21.4,81,,219
2020-04-16 11:01:00,1016.70,28.0,21.7,77,0,340,,,,,,
2020-04-16 11:15:00,1016.80,29.0,22.1,75,0,329,,,,,,
2020-04-16 11:30:00,1017.00,29.0,21.8,74,1,301,,,,,,
2020-04-16 11:40:00,1017.00,30.0,22.4,72,1,346,1016.91,28.9,22.9,77,,260
2020-04-16 11:46:00,1017.00,30.0,22.4,72,0,336,1016.91,28.9,22.9,77,,248
2020-04-16 11:50:00,1017.10,30.0,22.1,72,1,302,1015.63,28.9,22.9,77,,248
2020-04-16 11:56:00,1017.20,31.0,22.7,71,0,355,1015.63,28.9,22.8,77,,248
2020-04-16 12:00:00,1017.20,31.0,22.7,71,0,312,,,,,,
2020-04-16 12:16:00,1017.30,32.0,23.0,68,1,306,,,,,,
2020-04-16 12:30:00,1017.40,33.0,23.6,67,0,321,,,,,,
2020-04-16 12:40:00,1017.40,33.0,23.3,67,1,331,1016.87,32.3,23.2,68,,250
2020-04-16 12:46:00,1017.40,33.0,22.9,65,2,340,1016.87,32.3,23.2,68,,249
2020-04-16 12:51:00,1017.50,33.0,22.9,65,1,332,1016.87,32.3,23.2,68,,249
2020-04-16 12:55:00,1017.50,33.0,22.5,65,2,286,1016.87,32.3,23.2,68,,249
2020-04-16 13:16:00,1017.40,35.0,23.7,63,2,333,,,,,,
2020-04-16 13:30:00,1017.40,35.0,23.7,63,1,332,,,,,,
2020-04-16 13:46:00,1017.40,36.0,24.3,61,2,338,,,,,,
2020-04-16 14:01:00,1017.50,36.0,23.5,59,1,252,,,,,,
2020-04-16 14:16:00,1017.40,37.0,23.6,57,2,238,,,,,,
2020-04-16 14:31:00,1017.40,37.0,23.6,57,2,355,,,,,,
2020-04-16 14:46:00,1017.40,38.0,24.1,57,1,238,,,,,,
2020-04-16 15:01:00,1017.30,38.0,22.4,53,2,302,,,,,,
2020-04-16 15:15:00,1017.30,40.0,21.9,47,2,296,,,,,,
2020-04-16 15:31:00,1017.30,37.0,19.2,48,2,248,,,,,,
2020-04-16 15:45:00,1017.40,37.0,20.1,50,2,237,,,,,,
2020-04-16 16:01:00,1017.10,39.0,21.5,49,1,305,,,,,,
2020-04-16 16:16:00,1017.10,38.0,20.1,47,3,268,,,,,,
2020-04-16 16:30:00,1017.30,36.0,24.6,62,3,300,,,,,,
2020-04-16 16:46:00,1016.80,38.0,20.6,49,2,280,,,,,,
2020-04-16 17:01:00,1016.60,42.0,20.0,41,3,306,,,,,,
2020-04-16 17:16:00,1016.80,39.0,20.5,47,3,292,,,,,,
2020-04-16 17:31:00,1016.70,41.0,18.0,38,4,224,,,,,,
2020-04-16 17:45:00,1016.70,40.0,19.3,43,3,273,,,,,,
2020-04-16 18:01:00,1016.80,39.0,18.4,42,4,328,,,,,,
2020-04-16 18:16:00,1016.70,42.0,17.0,35,3,343,,,,,,
2020-04-16 18:31:00,1016.70,41.0,16.8,37,3,331,,,,,,
2020-04-16 18:45:00,1016.70,43.0,15.2,31,4,290,,,,,,
2020-04-16 19:01:00,1016.50,44.0,13.8,28,3,326,,,,,,
2020-04-16 19:16:00,1016.40,43.0,12.2,27,5,47,,,,,,
2020-04-16 19:30:00,1016.30,43.0,11.3,26,5,32,,,,,,
2020-04-16 19:46:00,1016.20,43.0,10.5,26,5,300,,,,,,
2020-04-16 20:00:00,1016.20,43.0,10.5,26,5,284,,,,,,
2020-04-16 20:15:00,1016.00,43.0,10.5,26,5,355,,,,,,
2020-04-16 20:31:00,1016.20,43.0,10.5,26,4,324,,,,,,
2020-04-16 20:46:00,1016.10,43.0,10.5,26,4,313,,,,,,
2020-04-16 21:01:00,1016.20,43.0,11.3,26,4,304,,,,,,
2020-04-16 21:16:00,1016.30,43.0,11.3,26,2,284,,,,,,
2020-04-16 21:31:00,1016.30,43.0,11.3,26,4,305,,,,,,
2020-04-16 21:46:00,1016.30,42.0,10.5,26,3,343,,,,,,
2020-04-16 22:01:00,1016.30,42.0,11.3,28,2,350,,,,,,
2020-04-16 22:16:00,1016.30,41.0,11.2,29,1,12,,,,,,
2020-04-16 22:30:00,1016.40,40.0,11.1,30,2,349,,,,,,
2020-04-16 22:46:00,1016.40,40.0,11.1,30,1,284,,,,,,
2020-04-16 23:01:00,1016.50,39.0,13.0,34,2,296,,,,,,
2020-04-16 23:16:00,1016.50,39.0,13.0,34,2,262,,,,,,
2020-04-16 23:31:00,1016.50,39.0,14.3,36,1,322,,,,,,
2020-04-16 23:46:00,1016.60,39.0,15.6,37,1,286,,,,,,
2020-04-17 00:16:00,1017.00,38.0,17.5,43,1,323,,,,,,
2020-04-17 00:31:00,1017.30,37.0,17.1,44,0,314,,,,,,
2020-04-17 00:41:00,1017.40,37.0,17.7,45,1,325,1017.31,34.4,21.2,58,,250
2020-04-17 00:46:00,1017.50,37.0,18.2,46,1,338,,,,,,
2020-04-17 00:47:00,1017.60,37.0,18.2,46,0,338,1017.49,34.4,21.2,58,,248
2020-04-17 00:51:00,1017.70,37.0,19.6,49,1,266,1016.13,34.4,21.2,58,,249
2020-04-17 00:56:00,1017.70,37.0,21.0,52,1,269,1016.17,34.4,21.2,58,,249
2020-04-17 01:01:00,1017.50,37.0,21.9,54,1,277,,,,,,
2020-04-17 01:16:00,1017.70,36.0,21.4,55,0,307,,,,,,
2020-04-17 01:31:00,1017.90,35.0,21.3,57,0,307,,,,,,
2020-04-17 01:41:00,1018.00,35.0,21.3,57,0,0,1018.02,33.4,22.4,63,,233
2020-04-17 01:46:00,1018.00,35.0,20.9,56,0,293,1018.02,33.4,22.4,63,,247
2020-04-17 01:51:00,1018.00,35.0,20.9,56,0,293,1018.02,33.4,21.2,60,,247
2020-04-17 01:56:00,1018.00,35.0,21.3,57,0,327,1018.02,33.4,21.2,60,,247
2020-04-17 02:01:00,1018.10,35.0,21.7,58,0,317,,,,,,
2020-04-17 02:16:00,1018.10,35.0,22.5,60,0,286,,,,,,
2020-04-17 02:31:00,1018.30,35.0,22.9,61,0,273,,,,,,
2020-04-17 02:41:00,1018.40,34.0,22.0,60,0,0,1018.03,32.3,20.3,60,,233
2020-04-17 02:46:00,1018.30,34.0,21.6,59,0,274,,,,,,
2020-04-17 02:47:00,1018.40,34.0,21.6,59,0,0,1018.03,32.3,20.3,60,,218
2020-04-17 02:51:00,1018.40,34.0,21.2,59,0,274,1018.03,32.3,20.3,60,,247
2020-04-17 02:56:00,1018.50,34.0,20.8,58,0,274,1018.03,32.3,20.3,60,,247
2020-04-17 03:01:00,1018.40,34.0,20.8,58,0,273,,,,,,
2020-04-17 03:16:00,1018.50,34.0,20.4,57,0,279,,,,,,
2020-04-17 03:31:00,1018.60,33.0,19.9,58,0,296,,,,,,
2020-04-17 03:41:00,1018.60,33.0,19.9,58,0,254,1018.48,31.5,20.4,62,,262
2020-04-17 03:46:00,1018.60,33.0,19.4,56,0,296,1018.48,31.5,20.4,62,,249
2020-04-17 03:51:00,1018.70,33.0,19.0,56,0,289,1017.32,31.5,20.4,62,,249
2020-04-17 03:56:00,1018.70,33.0,19.0,56,0,273,1017.32,31.5,20.4,62,,249
2020-04-17 04:01:00,1018.70,33.0,19.0,56,0,288,,,,,,
2020-04-17 04:16:00,1018.90,33.0,18.2,53,1,314,,,,,,
2020-04-17 04:31:00,1019.00,33.0,18.2,53,0,281,,,,,,
2020-04-17 04:41:00,1019.10,33.0,18.6,55,1,277,1019.13,31.2,18.1,57,197.1,247
2020-04-17 04:46:00,1019.20,33.0,19.0,56,1,294,1019.13,31.2,18.1,57,,247
2020-04-17 04:51:00,1019.30,33.0,19.0,56,0,0,1019.10,31.2,18.1,57,,218
2020-04-17 04:56:00,1019.20,33.0,19.0,56,0,274,1019.10,31.2,18.1,57,,247
2020-04-17 05:01:00,1019.30,33.0,19.0,56,0,276,,,,,,
2020-04-17 05:16:00,1019.40,33.0,19.0,56,1,305,,,,,,
2020-04-17 05:31:00,1019.40,32.0,17.7,54,0,250,,,,,,
2020-04-17 05:41:00,1019.40,32.0,18.5,56,0,291,1019.08,30.5,18.6,60,196.7,247
2020-04-17 05:46:00,1019.40,32.0,18.5,56,0,291,1019.08,30.5,18.6,60,,247
2020-04-17 05:51:00,1019.30,32.0,18.5,56,0,246,1017.73,30.5,18.6,60,,249
2020-04-17 05:56:00,1019.40,32.0,18.5,56,0,279,1017.73,30.5,18.6,60,,249
2020-04-17 06:01:00,1019.40,32.0,18.5,56,1,283,,,,,,
2020-04-17 06:16:00,1019.40,32.0,19.3,59,0,311,,,,,,
2020-04-17 06:31:00,1019.30,31.0,19.1,61,0,245,,,,,,
2020-04-17 06:41:00,1019.50,32.0,20.5,62,1,290,1019.07,30.3,20.3,66,,249
2020-04-17 06:46:00,1019.50,32.0,20.9,62,0,319,1019.07,30.3,20.3,66,,247
2020-04-17 06:51:00,1019.40,31.0,20.3,63,0,0,1017.89,30.3,20.3,66,,219
2020-04-17 07:01:00,1019.20,31.0,20.6,65,0,327,,,,,,
2020-04-17 07:16:00,1019.30,31.0,21.0,65,0,319,,,,,,
2020-04-17 07:31:00,1019.20,31.0,21.4,67,0,290,,,,,,
2020-04-17 07:41:00,1019.20,31.0,21.7,68,0,291,1018.84,29.9,21.5,70,196.5,247
2020-04-17 07:46:00,1019.20,31.0,21.7,68,0,290,1018.84,29.9,21.5,70,,247
2020-04-17 07:51:00,1019.10,31.0,21.7,68,0,261,1017.68,29.9,21.5,70,,249
2020-04-17 07:56:00,1019.20,31.0,21.7,68,0,280,1017.68,29.9,21.5,70,,249
2020-04-17 08:01:00,1019.10,31.0,22.0,68,0,279,,,,,,
2020-04-17 08:16:00,1019.20,31.0,22.0,68,1,288,,,,,,
2020-04-17 08:31:00,1019.20,31.0,22.0,68,1,239,,,,,,
2020-04-17 08:41:00,1019.20,31.0,22.0,68,2,338,1018.82,29.6,21.7,72,,250
2020-04-17 08:46:00,1019.20,31.0,22.0,68,1,315,,,,,,
2020-04-17 08:47:00,1019.30,31.0,22.0,68,1,315,1018.82,29.6,21.7,72,,247
2020-04-17 08:51:00,1019.20,31.0,22.0,68,1,310,1017.78,29.6,21.7,72,,249
2020-04-17 08:56:00,1019.30,31.0,22.4,69,0,0,1017.78,29.6,21.7,72,,219
2020-04-17 09:01:00,1019.20,31.0,22.4,69,0,294,,,,,,
2020-04-17 09:16:00,1019.40,31.0,22.4,69,0,311,,,,,,
2020-04-17 09:31:00,1019.60,31.0,22.4,69,0,299,,,,,,
2020-04-17 09:41:00,1019.60,31.0,22.4,69,1,348,1019.24,29.2,22.2,74,,249
2020-04-17 09:46:00,1019.60,31.0,22.7,71,0,343,,,,,,
2020-04-17 09:47:00,1019.70,31.0,22.7,71,0,0,1019.24,29.2,22.2,74,,220
2020-04-17 09:51:00,1019.60,31.0,22.7,71,1,329,1018.07,29.2,22.2,74,,249
2020-04-17 09:56:00,1019.80,31.0,22.7,71,0,0,1018.07,29.2,22.2,74,,219
2020-04-17 10:01:00,1019.70,31.0,23.1,72,0,333,,,,,,
2020-04-17 10:16:00,1019.90,31.0,23.1,72,0,297,,,,,,
2020-04-17 10:31:00,1020.00,31.0,23.4,73,1,269,,,,,,
2020-04-17 10:41:00,1020.30,31.0,23.4,73,0,0,1019.86,29.4,22.6,75,,218
2020-04-17 10:46:00,1020.30,31.0,23.4,73,0,331,,,,,,
2020-04-17 10:47:00,1020.30,31.0,23.4,73,1,331,1019.86,29.4,22.6,75,,249
2020-04-17 10:51:00,1020.40,31.0,23.4,73,0,295,1018.60,29.4,22.6,75,,249
2020-04-17 10:56:00,1020.40,31.0,23.1,72,0,0,1018.60,29.4,22.6,75,,219
2020-04-17 11:01:00,1020.40,32.0,24.0,71,0,319,,,,,,
2020-04-17 11:16:00,1020.40,32.0,23.7,71,0,259,,,,,,
2020-04-17 11:31:00,1020.60,32.0,24.0,71,1,320,,,,,,
2020-04-17 11:41:00,1020.60,32.0,24.7,74,2,312,1019.98,31.8,23.3,70,,246
2020-04-17 11:46:00,1020.60,32.0,24.7,74,2,300,1019.98,31.8,23.3,70,,247
2020-04-17 11:51:00,1020.60,32.0,24.7,74,2,346,1019.98,31.8,23.3,70,,249
2020-04-17 11:56:00,1020.70,33.0,25.0,72,0,347,1019.98,31.8,23.3,70,,249
2020-04-17 12:01:00,1020.60,33.0,24.6,70,0,288,,,,,,
2020-04-17 12:16:00,1020.70,34.0,24.9,69,2,300,,,,,,
2020-04-17 12:31:00,1020.70,34.0,23.5,64,2,288,,,,,,
2020-04-17 12:41:00,1020.70,34.0,23.9,65,1,342,1020.47,33.9,23.0,63,,247
2020-04-17 12:46:00,1020.80,34.0,23.1,63,1,327,1020.47,33.9,23.0,63,,247
2020-04-17 12:51:00,1020.70,35.0,24.1,63,1,276,1019.26,33.9,23.0,63,,249
2020-04-17 12:56:00,1020.70,35.0,24.1,63,1,322,1019.26,33.9,23.0,63,,249
2020-04-17 13:01:00,1020.70,36.0,23.9,60,1,314,,,,,,
2020-04-17 13:16:00,1020.70,35.0,22.1,59,1,306,,,,,,
2020-04-17 13:31:00,1020.70,35.0,22.5,60,1,332,,,,,,
2020-04-17 13:46:00,1020.80,35.0,21.3,57,1,290,,,,,,
2020-04-17 14:01:00,1020.70,35.0,20.9,56,2,287,,,,,,
2020-04-17 14:16:00,1020.50,36.0,21.4,55,1,219,,,,,,
2020-04-17 14:31:00,1020.50,35.0,22.9,61,2,338,,,,,,
2020-04-17 14:46:00,1020.40,36.0,21.0,54,3,307,,,,,,
2020-04-17 15:01:00,1020.40,40.0,21.9,47,2,273,,,,,,
2020-04-17 15:16:00,1020.30,40.0,19.9,44,3,23,,,,,,
2020-04-17 15:31:00,1020.20,41.0,21.8,45,2,350,,,,,,
2020-04-17 15:46:00,1020.20,38.0,20.6,49,2,271,,,,,,
2020-04-17 16:01:00,1020.00,40.0,20.9,46,1,319,,,,,,
2020-04-17 16:16:00,1019.70,39.0,20.0,46,2,309,,,,,,
2020-04-17 16:31:00,1019.50,39.0,20.5,47,1,322,,,,,,
2020-04-17 16:46:00,1019.10,40.0,20.9,46,2,330,,,,,,
2020-04-17 17:01:00,1019.00,41.0,19.7,42,2,290,,,,,,
2020-04-17 17:16:00,1018.90,42.0,20.0,41,2,329,,,,,,
2020-04-17 17:31:00,1018.70,43.0,20.4,40,2,338,,,,,,
2020-04-17 17:46:00,1018.50,43.0,18.5,37,2,292,,,,,,
2020-04-17 18:01:00,1018.30,42.0,18.9,39,2,360,,,,,,
2020-04-17 18:16:00,1018.10,44.0,18.8,35,1,297,,,,,,
2020-04-17 18:31:00,1017.70,44.0,18.1,35,2,237,,,,,,
2020-04-17 18:46:00,1017.60,45.0,18.3,34,2,332,,,,,,
2020-04-17 19:01:00,1017.30,46.0,17.1,31,2,284,,,,,,
2020-04-17 19:16:00,1017.00,45.0,14.7,29,3,11,,,,,,
2020-04-17 19:31:00,1016.80,45.0,14.7,29,4,5,,,,,,
2020-04-17 19:46:00,1016.60,46.0,15.6,29,4,45,,,,,,
2020-04-17 20:01:00,1016.20,45.0,15.4,29,2,355,,,,,,
2020-04-17 20:16:00,1016.10,46.0,15.6,29,3,295,,,,,,
2020-04-17 20:31:00,1015.90,44.0,14.6,29,1,326,,,,,,
2020-04-17 20:46:00,1015.80,46.0,15.6,29,2,254,,,,,,
2020-04-17 21:01:00,1015.60,46.0,15.6,29,2,355,,,,,,
2020-04-17 21:16:00,1015.40,46.0,15.6,29,1,11,,,,,,
2020-04-17 21:31:00,1015.30,45.0,15.4,29,1,340,,,,,,
2020-04-17 21:46:00,1015.20,45.0,15.4,29,1,287,,,,,,
2020-04-17 22:01:00,1015.00,44.0,13.8,28,1,309,,,,,,
2020-04-17 22:16:00,1015.00,44.0,14.6,29,1,336,,,,,,
2020-04-17 22:31:00,1014.70,43.0,13.7,29,0,343,,,,,,
2020-04-17 22:46:00,1014.70,43.0,14.5,31,0,333,,,,,,
2020-04-17 23:01:00,1014.50,43.0,14.5,31,0,355,,,,,,
2020-04-17 23:16:00,1014.50,42.0,13.6,30,0,308,,,,,,
2020-04-17 23:31:00,1014.50,42.0,13.6,30,0,308,,,,,,
2020-04-17 23:46:00,1014.50,41.0,13.4,32,0,308,,,,,,
2020-04-18 00:16:00,1014.50,41.0,14.8,34,0,308,,,,,,
2020-04-18 00:31:00,1014.50,41.0,15.5,35,0,308,,,,,,
2020-04-18 00:41:00,1014.60,41.0,16.1,36,0,0,1014.50,37.3,18.3,45,,217
2020-04-18 00:46:00,1014.80,41.0,16.1,36,0,0,1014.50,37.3,18.3,45,,219
2020-04-18 00:51:00,1014.80,41.0,16.1,36,0,0,1013.23,37.3,18.3,45,,219
2020-04-18 00:56:00,1014.90,41.0,16.1,36,0,0,1013.23,37.3,18.3,45,,219
2020-04-18 01:01:00,1014.90,41.0,16.1,36,0,308,,,,,,
2020-04-18 01:16:00,1015.20,41.0,16.1,36,0,242,,,,,,
2020-04-18 01:31:00,1015.20,41.0,17.4,37,0,224,,,,,,
2020-04-18 01:41:00,1015.20,41.0,21.3,45,0,259,1015.04,38.8,24.8,56,192.5,247
2020-04-18 01:46:00,1015.10,41.0,22.8,47,1,259,1015.04,38.8,24.8,56,,247
2020-04-18 01:51:00,1015.20,40.0,23.4,51,1,258,1013.88,38.8,24.8,56,,249
2020-04-18 01:56:00,1015.10,40.0,23.4,51,0,258,1013.88,38.8,24.8,56,,249
2020-04-18 02:01:00,1015.00,40.0,23.8,51,1,258,,,,,,
2020-04-18 02:16:00,1014.80,40.0,24.7,53,0,258,,,,,,
2020-04-18 02:31:00,1014.80,40.0,25.6,56,0,258,,,,,,
2020-04-18 02:41:00,1014.70,40.0,26.0,56,0,258,1014.64,37.5,25.9,62,192.9,247
2020-04-18 02:46:00,1014.80,40.0,26.0,56,0,258,1013.46,37.5,25.9,62,,248
2020-04-18 02:51:00,1014.70,40.0,26.0,56,0,258,1013.46,37.5,25.9,62,,249
2020-04-18 02:56:00,1014.70,39.0,25.1,56,0,258,1013.46,37.5,25.9,62,,249
2020-04-18 03:01:00,1014.60,39.0,25.1,56,0,258,,,,,,
2020-04-18 03:16:00,1014.40,39.0,23.8,53,0,253,,,,,,
2020-04-18 03:31:00,1014.30,39.0,25.9,58,0,253,,,,,,
2020-04-18 03:41:00,1014.20,38.0,25.4,60,0,0,1013.74,34.9,24.3,64,,220
2020-04-18 03:46:00,1014.30,38.0,25.0,58,0,0,1013.74,34.9,23.1,61,,218
2020-04-18 03:51:00,1014.10,38.0,24.6,57,0,0,1013.93,34.9,23.3,62,,218
2020-04-18 03:56:00,1014.10,37.0,24.0,58,0,0,1013.93,34.9,23.4,62,,218
2020-04-18 04:01:00,1014.10,37.0,23.6,57,0,253,,,,,,
2020-04-18 04:16:00,1013.90,37.0,24.0,58,0,253,,,,,,
2020-04-18 04:30:00,1013.90,37.0,24.0,58,0,253,,,,,,
2020-04-18 04:40:00,1013.80,36.0,23.1,58,0,0,1013.51,32.5,23.3,68,,95
2020-04-18 04:45:00,1013.70,36.0,23.5,59,0,0,1013.33,32.5,23.3,68,,183
2020-04-18 04:50:00,1013.70,36.0,23.5,59,0,0,1013.33,32.5,23.3,68,,218
2020-04-18 04:55:00,1013.60,36.0,23.5,59,0,0,1012.36,32.5,23.3,68,,219
2020-04-18 05:00:00,1013.70,36.0,23.5,59,0,253,,,,,,
2020-04-18 05:15:00,1013.50,35.0,23.3,62,0,253,,,,,,
2020-04-18 05:30:00,1013.40,35.0,23.7,63,0,253,,,,,,
2020-04-18 05:40:00,1013.20,35.0,23.7,63,0,0,1012.69,30.7,22.0,69,,348
2020-04-18 05:45:00,1013.10,35.0,23.7,63,0,0,1012.69,30.7,22.0,69,,217
2020-04-18 05:50:00,1013.00,34.0,22.8,63,0,0,1012.69,30.7,22.0,69,,218
2020-04-18 05:55:00,1012.90,34.0,22.4,62,0,0,1011.54,30.7,22.0,69,,219
2020-04-18 06:00:00,1012.90,34.0,22.4,62,0,253,,,,,,
2020-04-18 06:15:00,1012.70,34.0,23.1,63,0,253,,,,,,
2020-04-18 06:30:00,1012.50,34.0,23.1,63,0,253,,,,,,
2020-04-18 06:40:00,1012.40,33.0,22.9,65,0,0,1011.95,29.1,20.8,70,,227
2020-04-18 06:45:00,1012.40,33.0,22.9,65,0,0,1011.95,29.1,20.8,70,192.3,218
2020-04-18 06:50:00,1012.30,33.0,22.9,65,0,0,1011.95,29.1,20.8,70,,218
2020-04-18 06:55:00,1012.20,33.0,23.3,67,0,0,1011.95,29.1,20.8,70,,218
2020-04-18 07:00:00,1012.20,32.0,22.3,66,0,253,,,,,,
2020-04-18 07:15:00,1012.20,32.0,23.0,68,0,253,,,,,,
2020-04-18 07:30:00,1012.00,32.0,23.0,68,0,253,,,,,,
2020-04-18 07:41:00,1012.10,32.0,23.0,68,0,0,1011.81,27.8,21.1,75,78.6,220
2020-04-18 07:46:00,1012.10,32.0,23.3,69,0,0,1011.62,27.8,21.1,75,,219
2020-04-18 07:51:00,1012.00,31.0,22.4,69,0,0,1010.64,27.8,21.1,75,,219
2020-04-18 07:56:00,1012.00,31.0,22.7,71,0,0,1010.64,27.8,21.1,75,,219
2020-04-18 08:01:00,1012.00,31.0,22.7,71,0,253,,,,,,
2020-04-18 08:16:00,1012.00,31.0,23.1,72,0,253,,,,,,
2020-04-18 08:31:00,1012.00,31.0,22.4,69,0,253,,,,,,
2020-04-18 08:41:00,1012.20,31.0,22.4,69,0,0,1011.76,27.0,20.9,77,,220
2020-04-18 08:46:00,1012.10,31.0,22.0,68,0,0,1010.59,27.0,20.9,77,,219
2020-04-18 08:51:00,1012.00,31.0,22.4,69,0,0,1010.59,27.0,20.9,77,,219
2020-04-18 08:56:00,1012.10,30.0,22.1,72,0,0,1010.59,27.0,20.9,77,,219
2020-04-18 09:01:00,1012.10,30.0,22.4,72,0,253,,,,,,
2020-04-18 09:16:00,1012.10,30.0,23.1,74,0,253,,,,,,
2020-04-18 09:31:00,1012.00,30.0,22.4,72,0,253,,,,,,
2020-04-18 09:41:00,1012.10,30.0,22.7,74,0,0,1011.83,25.8,20.5,80,,220
2020-04-18 09:46:00,1012.20,30.0,23.1,74,0,0,1012.09,25.8,20.5,80,,218
2020-04-18 09:51:00,1012.20,30.0,23.1,74,0,0,1011.83,25.8,20.5,80,,219
2020-04-18 09:56:00,1012.20,30.0,23.1,74,0,0,1011.83,25.8,20.5,80,,219
2020-04-18 10:01:00,1012.20,30.0,23.1,74,0,253,,,,,,
2020-04-18 10:16:00,1012.30,30.0,23.7,76,0,253,,,,,,
2020-04-18 10:31:00,1012.40,30.0,24.0,78,0,253,,,,,,
2020-04-18 10:41:00,1012.40,30.0,24.0,78,0,0,1012.09,26.8,22.1,82,,218
2020-04-18 10:46:00,1012.50,30.0,24.3,78,0,0,1012.32,26.8,22.1,82,,219
2020-04-18 10:51:00,1012.50,30.0,24.3,78,0,0,1010.82,26.8,22.1,82,,219
2020-04-18 10:56:00,1012.50,30.0,24.3,78,0,0,1010.82,26.8,22.1,82,,219
2020-04-18 11:01:00,1012.50,30.0,24.0,78,0,253,,,,,,
2020-04-18 11:16:00,1012.60,31.0,24.0,74,0,253,,,,,,
2020-04-18 11:31:00,1012.70,32.0,24.3,72,0,253,,,,,,
2020-04-18 11:41:00,1012.80,33.0,25.3,73,0,0,1012.42,31.7,24.5,74,,217
2020-04-18 11:46:00,1012.80,33.0,25.3,73,0,253,,,,,,
2020-04-18 11:48:00,1012.80,33.0,25.3,73,0,0,1012.42,31.7,24.5,74,,219
2020-04-18 11:51:00,1012.90,34.0,25.9,72,0,0,1011.16,31.7,24.5,74,,219
2020-04-18 11:56:00,1012.80,34.0,25.6,70,0,0,1011.16,31.7,24.5,74,,219
2020-04-18 12:11:00,1013.00,34.0,25.3,69,0,253,,,,,,
2020-04-18 12:30:00,1012.90,33.0,20.3,59,0,,,,,,,
2020-04-18 12:40:00,1013.00,34.0,20.8,58,,,1012.67,37.3,26.1,63,,
2020-04-18 12:45:00,1013.00,34.0,20.4,57,,,1012.67,37.3,26.1,63,,
2020-04-18 12:50:00,1013.10,34.0,20.0,55,,,1012.67,37.3,26.1,63,,
2020-04-18 12:55:00,1013.00,35.0,20.5,55,,,1012.67,37.3,26.1,63,,
2020-04-18 13:00:00,1013.00,35.0,20.5,55,0,,,,,,,
2020-04-18 13:15:00,1013.00,36.0,19.6,51,0,,,,,,,
2020-04-18 13:30:00,1013.10,37.0,18.7,47,0,,,,,,,
2020-04-18 13:45:00,1013.00,38.0,18.1,44,0,,,,,,,
2020-04-18 14:00:00,1013.10,39.0,19.0,44,0,,,,,,,
2020-04-18 14:15:00,1013.00,41.0,19.7,42,0,,,,,,,
2020-04-18 14:30:00,1012.90,41.0,16.8,37,0,,,,,,,
2020-04-18 14:45:00,1012.80,42.0,16.4,35,0,,,,,,,
2020-04-18 15:00:00,1012.70,43.0,15.9,33,0,,,,,,,
2020-04-18 15:15:00,1012.60,43.0,14.5,31,0,,,,,,,
2020-04-18 15:30:00,1012.50,44.0,11.3,26,0,,,,,,,
2020-04-18 15:45:00,1012.40,45.0,11.3,24,0,,,,,,,
2020-04-18 16:00:00,1012.20,45.0,12.2,25,0,,,,,,,
2020-04-18 16:15:00,1012.00,45.0,11.3,24,0,,,,,,,
2020-04-18 16:30:00,1011.70,45.0,13.1,27,0,,,,,,,
2020-04-18 16:45:00,1011.60,46.0,13.1,26,0,,,,,,,
2020-04-18 17:00:00,1011.30,47.0,13.0,25,0,,,,,,,
2020-04-18 17:15:00,1011.10,46.0,12.2,24,0,,,,,,,
2020-04-18 17:30:00,1010.70,47.0,12.1,24,0,,,,,,,
2020-04-18 17:45:00,1010.50,47.0,12.1,24,0,,,,,,,
2020-04-18 18:00:00,1010.20,47.0,12.1,24,0,,,,,,,
2020-04-18 18:15:00,1009.90,47.0,13.0,25,0,,,,,,,
2020-04-18 18:30:00,1009.70,48.0,12.0,22,0,,,,,,,
2020-04-18 18:45:00,1009.40,50.0,13.7,22,0,,,,,,,
